Chimchar,4,6,4,6,4,6,Fire,None,5,0,3,0,0,1,2,2,Forest; Mountain,Firestarter,Glow,Underdog,-,-,-,-,-,-
Chimecho,7,5,7,10,8,7,Psychic,None,1,0,3,4,0,1,1,1,-,Telepath,Underdog,-,-,-,-,-,-,-
Chinchou,8,4,4,6,6,7,Water,Electric,3,0,5,0,0,2,1,1,Ocean,Gilled,Fountain,Zapper,Glow,Underdog,-,-,-,-
Chingling,5,3,5,7,5,5,Psychic,None,1,0,2,3,0,1,1,2,-,Telepath,Underdog,-,-,-,-,-,-,-
Cinccino,8,10,6,7,6,12,Normal,None,7,0,3,0,5,2,3,2,Grassland; Urban,-,-,-,-,-,-,-,-,-
Clamperl,4,6,9,7,6,3,Water,None,1,0,4,0,0,2,1,2,Ocean,Gilled,Pearl Creation,Underdog,-,-,-,-,-,-
Clauncher,5,5,6,6,6,4,Water,None,3,0,4,0,0,1,1,2,Ocean,Gilled,Fountain,Underdog,-,-,-,-,-,-
Clawitzer,7,7,9,12,9,6,Water,None,3,0,6,0,0,1,1,4,Ocean,Gilled,Fountain,-,-,-,-,-,-,-
Claydol,6,7,11,7,12,8,Ground,Psychic,1,0,4,6,0,1,1,6,-,Dead Silent,Volatile Bomb,-,-,-,-,-,-,-
Clefable,10,7,7,9,9,6,Fairy,None,6,0,4,0,0,2,2,2,Cave,-,-,-,-,-,-,-,-,-
Clefairy,7,5,5,6,7,4,Fairy,None,5,0,3,0,0,1,2,2,Cave,Underdog,-,-,-,-,-,-,-,-
Cleffa,5,3,3,5,6,2,Fairy,None,3,0,2,0,0,1,1,1,Cave,Underdog,-,-,-,-,-,-,-,-
Cloyster,5,10,18,9,5,7,Water,Ice,2,0,5,0,0,0,0,4,Ocean,Fountain,Freezer,Gilled,-,-,-,-,-,-
Cobalion,9,9,13,9,7,11,Steel,Fighting,7,0,6,0,0,3,3,7,Mountain,Mountable 1,-,-,-,-,-,-,-,-
Cofagrigus,6,5,15,10,11,3,Ghost,None,3,0,2,5,0,1,1,7,-,Darkvision,Dead Silent,Phasing,Invisibility,-,-,-,-,-
Combee,3,3,4,3,4,7,Bug,Flying,1,4,1,0,0,1,1,1,-,Honey Gather,Underdog,-,-,-,-,-,-,-
Combusken,6,9,6,9,6,6,Fire,Fighting,8,0,3,0,0,2,3,4,Grassland,Firestarter,Heater,Underdog,-,-,-,-,-,-
Conkeldurr,11,14,10,6,7,5,Fighting,None,5,0,3,0,0,1,1,12,Mountain; Urban,Wielder,-,-,-,-,-,-,-,-
Corphish,4,8,7,5,4,4,Water,None,4,0,3,0,1,1,1,2,-,Gilled,Underdog,-,-,-,-,-,-,-
Corsola,6,6,9,7,9,4,Water,Rock,3,0,4,0,0,1,1,3,Ocean,Gilled,Underdog,-,-,-,-,-,-,-
Cottonee,4,3,6,4,5,7,Grass,Fairy,4,0,1,0,0,2,2,1,-,Inflatable,Shrinkable,Underdog,-,-,-,-,-,-
Cradily,9,8,10,8,11,4,Rock,Grass,3,0,0,0,0,0,0,8,-,Gilled,-,-,-,-,-,-,-,-
Cranidos,7,13,4,3,3,6,Rock,None,5,0,0,0,0,0,1,5,Mountain,Underdog,-,-,-,-,-,-,-,-
Crawdaunt,6,12,9,9,6,6,Water,Dark,6,0,5,0,1,1,1,5,-,Darkvision,Gilled,-,-,-,-,-,-,-
Cresselia,12,7,12,8,13,9,Psychic,None,5,7,4,0,0,1,2,8,-,Aura Reader,Dream Reader,Glow,Telekinetic,Telepath,-,-,-,-
Croagunk,5,6,4,6,4,5,Poison,Fighting,5,0,5,0,0,2,3,3,-,Underdog,-,-,-,-,-,-,-,-
Crobat,9,9,8,7,8,13,Poison,Flying,3,8,2,0,0,1,1,5,-,Darkvision,Tracker,Mountable 1,-,-,-,-,-,-
Croconaw,7,8,8,6,6,6,Water,None,7,0,7,0,0,1,2,5,Wetlands,Fountain,Underdog,-,-,-,-,-,-,-
Crustle,7,10,13,7,8,5,Bug,Rock,5,0,1,0,5,1,1,5,Desert; Mountain,Groundshaper,-,-,-,-,-,-,-,-
Cryogonal,7,5,3,10,14,11,Ice,None,1,5,2,2,0,1,1,6,Tundra,Chilled,Freezer,-,-,-,-,-,-,-
Cubchoo,6,7,4,6,4,4,Ice,None,4,0,3,0,0,1,1,2,Tundra,Chilled,Freezer,Underdog,-,-,-,-,-,-
Cubone,5,5,10,4,5,4,Ground,None,5,0,2,0,0,1,1,2,Cave; Mountain,Darkvision,Underdog,Wielder,-,-,-,-,-,-
Cyndaquil,4,5,4,6,5,7,Fire,None,5,0,3,0,2,1,1,2,Grassland,Firestarter,Heater,Glow,Underdog,-,-,-,-,-
Darkrai,7,9,9,14,9,13,Dark,None,5,8,4,0,0,2,3,7,-,Aura Reader,Darkvision,Dream Mist,Dream Reader,Invisibility,Phasing,Telepath,-,-
Darmanitan,11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan Standard,11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan (Standard),11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan-Standard,11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan S,11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan (S),11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan-S,11,14,6,3,6,10,Fire,None,7,0,3,0,0,1,2,8,Desert; Mountain,Egg Warmer,Firestarter,Heater,Forme Change,-,-,-,-,-
Darmanitan Z,11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darmanitan (Z),11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darmanitan-Z,11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darmanitan Zen,11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darmanitan (Zen),11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darmanitan-Zen,11,3,11,14,11,6,Fire,Psychic,4,0,2,0,0,1,1,2,Desert; Mountain,Firestarter,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Darumaka,7,9,5,2,5,5,Fire,None,4,0,2,0,0,1,1,2,Desert; Mountain,Heater,Firestarter,Underdog,-,-,-,-,-,-
Dedenne,7,6,6,8,7,10,Electric,Fairy,5,0,2,0,0,1,1,1,Grassland; Forest,Zapper,Underdog,-,-,-,-,-,-,-
Deerling,6,6,5,4,5,8,Normal,Grass,4,0,0,0,0,2,1,2,Grassland; Forest,Pack Mon,Underdog,-,-,-,-,-,-,-
Deino,5,7,5,5,5,4,Dark,Dragon,5,0,2,0,0,1,1,3,-,Blindsense,Underdog,-,-,-,-,-,-,-
Delcatty,7,7,7,6,6,7,Normal,None,7,0,4,0,0,2,3,2,Grassland,Tracker,Underdog,-,-,-,-,-,-,-
Delibird,5,6,5,7,5,8,Ice,Flying,4,8,6,0,0,3,4,4,Tundra,Chilled,Underdog,-,-,-,-,-,-,-
Delphox,8,7,7,11,10,10,Fire,Psychic,7,0,4,0,0,2,2,4,Grassland; Forest,Firestarter,Telekinetic,Telepath,Tracker,-,-,-,-,-
Deoxys N,5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (N),5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-N,5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys Normal,5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (Normal),5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-Normal,5,15,5,15,5,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys A,5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (A),5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-A,5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys Attack,5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (Attack),5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-Attack,5,18,2,18,2,15,Psychic,None,8,7,5,0,0,2,2,8,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys D,5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (D),5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-D,5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys Defense,5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (Defense),5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-Defense,5,7,16,7,16,9,Psychic,None,7,6,4,0,0,2,2,9,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys S,5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (S),5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-S,5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys Speed,5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys (Speed),5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Deoxys-Speed,5,10,9,10,9,18,Psychic,None,11,9,6,0,0,3,3,6,-,Multiform,Telekinetic,Telepath,Forme Change,-,-,-,-,-
Dewgong,9,7,8,7,10,7,Water,Ice,5,0,7,0,0,1,1,5,Ocean; Tundra,Freezer,-,-,-,-,-,-,-,-
Dewott,8,8,6,8,6,6,Water,None,6,0,7,0,0,2,2,3,Ocean,Fountain,Wielder,Underdog,-,-,-,-,-,-
Dialga,10,12,12,15,10,9,Steel,Dragon,8,9,8,0,0,3,3,10,-,Aura Reader,Telekinetic,Telepath,Mountable 2,-,-,-,-,-
Diancie,5,10,15,10,15,5,Rock,Fairy,4,0,4,8,0,2,2,2,Cave,Glow,Materializer,Telepath,-,-,-,-,-,-
Diggersby,9,6,8,5,8,8,Normal,Ground,6,0,3,0,5,2,2,3,Grassland; Mountain,Groundshaper,Tremorsense,Underdog,-,-,-,-,-,-
Diglett,1,6,3,4,5,10,Ground,None,1,0,0,0,7,0,0,1,-,Tremorsense,Underdog,-,-,-,-,-,-,-
Ditto,5,5,5,5,5,5,Normal,None,4,0,4,0,0,1,1,1,-,Amorphous,Wallclimber,Shapeshifter,Underdog,-,-,-,-,-
Dodrio,6,11,7,6,6,10,Normal,Flying,9,2,4,0,0,5,7,6,-,Mountable 1,-,-,-,-,-,-,-,-
Doduo,4,9,5,4,4,8,Normal,Flying,7,0,2,0,0,4,5,4,-,Underdog,-,-,-,-,-,-,-,-
Donphan,9,12,12,6,6,5,Ground,None,7,0,4,0,0,1,1,7,Forest; Mountain,Tracker,Mountable 1,-,-,-,-,-,-,-
Doublade,6,11,15,5,5,4,Ghost,Steel,1,0,2,6,0,0,1,2,-,Phasing,Invisibility,Dead Silent,Living Weapon,-,-,-,-,-
Dragalge,7,8,9,10,12,4,Poison,Dragon,3,0,6,0,0,1,1,6,Ocean,Fountain,Gilled,Stealth,Mountable 1,-,-,-,-,-
Dragonair,6,8,7,7,7,7,Dragon,None,5,4,6,0,0,2,2,3,-,Underdog,-,-,-,-,-,-,-,-
Dragonite,9,13,10,10,10,8,Dragon,Flying,6,8,6,0,0,3,4,8,-,Aura Reader,Mountable 1,-,-,-,-,-,-,-
Drapion,7,9,11,6,8,10,Poison,Dark,6,0,3,0,0,1,1,7,Forest,Darkvision,-,-,-,-,-,-,-,-
Dratini,4,6,5,5,5,5,Dragon,None,4,0,4,0,0,1,1,1,-,Underdog,-,-,-,-,-,-,-,-
Drifblim,15,8,4,9,5,8,Ghost,Flying,1,6,1,0,0,3,3,5,-,Darkvision,Dead Silent,Inflatable,Shrinkable,-,-,-,-,-
